frame,ID,x,y
442,17,1120.2885054257488,391.62234620112645
443,6,767.8688893255587,272.4928796817542
443,7,1027.0026632648887,151.9909406191722
443,8,1028.7572094841748,517.9113448932487
443,9,1131.101596492072,311.36494785354154
443,12,1131.929989803542,343.21086555977735
443,13,1089.9447292620955,426.0774813021598
443,14,965.7006681311863,414.40259157868854
443,15,980.3952290939279,508.1780146756462
443,16,1099.6351131661322,331.4740906520106
443,17,1118.5304692638329,396.4069132042033
444,6,767.5809105227227,272.45885373191794
444,7,1028.8852584847662,160.456123534952
444,13,1046.7287772775285,422.44839929480906
444,14,942.0895218368707,411.0781733056468
444,15,963.6767165821719,490.03069694775894
444,19,975.6238879202374,458.44116098263964
444,20,1064.5868415015257,425.3932153952804
444,21,1001.6943558432763,514.7049028563036
444,22,990.5627039955056,376.92500354237563
445,6,767.2679190124394,272.422274066684
445,7,732.3242900604243,321.41081207963725
445,8,1014.5806575370258,629.3861671354679
445,12,1031.7627629039625,328.20537173264734
445,14,909.0203018444595,402.0603953915848
445,15,912.5976882509981,504.7072223486243
445,16,1038.1248490396906,386.1218616643667
445,17,1086.9971451848191,369.98282492955957
445,18,1026.912864072383,425.6696040276371
445,19,932.5941744930193,458.78908417847157
445,20,1058.2459023289782,425.75095933199196
445,21,737.2555187645142,604.9200357476291
445,22,1007.150387653254,421.5151728737479
446,6,767.76823860399,272.44139106704324
446,14,907.626087890455,397.84873355305825
446,15,856.5234841089302,533.2559016138371
446,16,1013.6082194571446,424.34365826998686
446,18,1023.7031431921657,328.78125177129283
446,19,901.4413295561266,499.74777106265054
446,20,1045.668126591572,425.4365781560121
446,21,729.8037697067952,324.2633388504731
446,22,994.0324406699864,423.376549222719
447,6,767.9382497539037,272.4887119178758
447,16,1000.3321340906792,425.5046866582734
447,18,967.6149695657024,342.70529413090196
447,19,885.026502936046,507.71054551897413
447,20,1033.09537946959,425.3791767477899
447,21,884.8087103876978,398.36918535242296
447,22,982.0153944974767,423.3492746320076
448,6,767.5480678682682,272.3026768902253
448,19,813.492486715395,513.1298119466893
448,20,969.3964874318248,424.2547415328429
448,21,893.9125083797403,339.8306559600456
448,22,936.2294509110422,423.17483916562895
448,23,918.9056637616424,628.1069254958865
448,24,918.4599058950784,421.64831748920733
448,25,832.5032343896979,460.2463490343344
448,26,988.2912089203626,367.68753689814264
449,6,765.9777156174486,272.54084189112564
449,20,930.3352874681403,423.49063495956335
449,22,891.2872469497312,420.8389716201766
449,23,876.3086242542521,628.5179337673502
449,24,909.9606598431274,327.3691721046849
449,25,788.6583766946134,460.2449276133853
449,26,941.6963777657647,365.6470205587132
449,27,772.9039715831487,507.1572484320351
449,28,769.2615514187116,417.09156735865673
449,29,1086.149100870029,612.9311691430877
450,6,765.5620615817086,272.6758031480077
450,20,891.6111579245354,424.23713319716325
450,22,849.3567399083378,420.2419993839644
450,23,827.280059983843,627.6491087655116
450,25,746.578647574596,460.3224913113882
450,26,896.6720513149721,365.66453828615397
450,27,810.332149113258,446.8521649626524
450,28,727.8829375403031,359.94895448911683
450,29,1042.6162487114611,612.3093783881059
450,31,769.5982179502828,511.5693941520637
450,32,942.5524631810817,357.7397698535369
450,34,720.5562352555531,299.44117692048286
450,35,838.148214832941,337.1490082288041
451,6,765.4445395564375,272.9802334716413
451,20,865.1434296306919,424.9503335095856
451,22,783.9234584337348,445.68919938342714
451,23,795.1680610968258,627.3732868593206
451,25,720.113255345639,460.9250218783284
451,26,868.0990742807259,364.8660307844489
451,27,820.3855519211718,430.29826984997146
451,28,701.6448235054082,412.96240424312356
451,29,1014.7185317622286,611.4323766839199
451,30,740.2825611448731,459.4392351991344
451,31,705.2765084324104,499.55810358467306
451,32,1127.6497985196954,349.977266932198
451,33,914.3346454697471,360.2645445529001
452,6,764.9559882857046,272.9916630516359
452,20,795.5374382900732,418.9477841280684
452,23,788.5849421702706,627.4750973986055
452,25,688.9469573000434,460.4471914629408
452,26,838.818693877819,363.4531221567743
452,27,838.5640222684668,424.5582953380755
452,28,495.8849554931308,624.720805738823
452,29,985.6191520303915,610.4134229975491
452,30,708.5937118720731,518.7162683722146
452,31,632.7121495939584,544.9010807804002
452,33,884.6283585617667,356.1672552293791
452,34,648.7092798736625,407.54215818062016
452,35,816.177336714227,325.50984919590286
453,6,763.7537127128671,272.703992847994
453,20,755.6006609541862,418.63424295008855
453,23,721.9715850787999,627.6606736441997
453,25,644.7290341985463,458.1320088802003
453,26,791.2139094816167,362.9539972071747
453,28,706.9944418377193,301.00578386314567
453,29,942.4054130404547,608.6609174915586
453,30,791.1911859998075,433.55327657845396
453,31,664.7383503315647,509.5915065719152
453,33,842.2818410042713,354.1729684432833
453,34,709.9802750892906,347.26377942560873
453,35,787.9092706563583,328.14247122455805
454,6,764.1263817414772,272.99619302683686
454,20,708.256921101794,417.07987349523813
454,25,604.0498732945722,457.7809656607384
454,26,746.0841070942481,362.00541972771765
454,29,898.5379998399195,608.1074976842734
454,31,551.8284174926464,540.8404090158199
454,32,760.5315497848806,433.85854918644674
454,33,800.0190886749609,355.29225896652997
454,34,683.8900174176594,339.9452212135296
454,35,744.4560152721288,327.26557843672344
455,6,699.8037435586419,285.4792475157372
455,20,727.6292697436306,492.4789095728453
455,25,527.0934109697455,535.4396361024945
455,26,687.8673644375328,418.28709451980296
455,29,869.035677708208,608.522154230361
455,33,771.0964171752671,355.77515501514034
455,34,656.637288058115,338.36413948617826
455,35,708.3386975498945,338.4653539094147
455,36,663.2695324177262,625.2714925979406
455,37,729.1725175103174,436.01130583719424
455,38,585.3679910662822,400.0857854085905
456,6,629.287367139438,329.26112977918604
456,25,500.80660566662004,513.6911860838962
456,29,823.083340012075,608.2099269993245
456,33,727.6544371604996,355.23190908094875
456,34,600.5052072804089,345.7891163734897
456,35,663.0705166405827,326.5578999253924
456,36,619.305664323795,624.7060161121257
456,37,687.6892778458708,438.49616171550326
456,38,645.4968562700892,417.58363894159953
456,39,312.7466298208454,316.1571089559524
457,6,604.5115234907057,416.6039954222337
457,29,779.008419799305,606.4042516047848
457,33,685.2113219208923,351.941027732903
457,35,624.2794710825364,333.14189513998997
457,36,574.3273577497788,624.1037223711232
457,37,615.0522342903201,464.99373077143713
457,38,645.0589502253831,442.48110775250393
457,39,300.1751225869326,300.83097407308884
457,41,497.1287499476189,512.2521474774493
457,42,587.249703579574,452.94391190943963
458,6,576.0272231060828,417.3554589087885
458,29,747.1515301623891,606.6159775040209
458,33,661.0854616067685,346.8432332466018
458,35,605.1224646901736,324.1233543349476
458,36,582.7548820466769,510.22251061692054
458,37,584.9553227495744,465.40820953845747
458,38,615.3949136486195,471.1069233231837
458,39,309.98007637768313,295.32685854648497
458,40,1102.454508390565,614.2004006734727
458,41,465.6708349041717,512.6415688619261
458,42,616.3699822172152,440.30541162979597
458,43,1116.9736911098346,391.99818127937476
458,44,1130.4074592074805,322.41929367627176
458,45,565.4674473932481,329.5139478833346
459,29,732.3554353777147,606.5506173082293
459,35,575.1408746427782,314.77033876796986
459,37,569.8320897513111,465.83511175066315
459,39,364.2729071109339,303.20591341282216
459,40,1093.4563896344043,615.5857223158274
459,41,450.927980902481,514.9725795301522
459,42,563.6403635468623,417.0654536214016
459,43,1076.776913500422,602.5839191122741
459,44,604.9114018291699,451.14561103501296
459,45,587.2243815017898,323.50668309578043
459,46,630.3172799638064,354.69728115743465
460,35,533.16503940885,321.80255225831456
460,39,474.626792058853,333.7265558155727
460,40,1131.201810934771,574.5235616638909
460,41,507.67016868207423,500.5236958048203
460,42,508.1179257768509,415.76767194268325
460,43,1117.3031846191368,605.8395585791305
460,44,357.7906130298243,477.48185272048676
460,45,566.878023968078,340.48625142909225
460,46,509.38389006772354,467.50130030354927
460,47,671.7504170671259,605.6653803091571
460,48,326.52954661839397,577.1305872370615
460,49,544.0137481481336,452.72651540993485
460,50,388.04306222184493,428.02809838192115
461,35,488.5171336151,319.50605886089534
461,39,763.7201163572305,337.1388020923479
461,41,485.69941839922063,591.9385385834034
461,42,479.3156159712455,467.82572943734345
461,44,326.5542837849604,476.987678658635
461,46,361.23063725970326,615.3410350733191
461,47,793.9815199404568,626.2346541147261
461,48,449.9499755519921,623.3329997353036
461,49,514.2787873927925,450.4924377779309
461,50,388.40500778810207,404.3779404751327
461,51,994.0257209517108,600.9125694512579
461,52,1109.6010559214058,593.6952754636319
461,53,964.9167953140484,625.5024037744307
461,54,1055.644637602791,623.507032051511
461,55,1022.4695685778756,621.1882422286955
461,56,1128.2472470004082,537.2435017449945
461,57,316.40945011343103,203.0714531455675
461,58,480.6381583976798,415.9446823752595
461,59,189.91381562715586,619.4781542736268
461,60,1032.0171220403954,163.12618159267043
462,35,711.6158608702274,343.1301978191598
462,41,592.7788671619646,603.9570546944005
462,42,390.7002324098622,423.0750481153075
462,47,922.0943108945294,625.1393015791432
462,48,404.6847632596173,622.2593872433845
462,49,439.04409375776766,416.1832012600433
462,50,390.84221308586564,405.71447073557886
462,51,951.4849222508099,599.559667167982
462,52,1130.8395125300551,438.0878507672537
462,53,1009.9493382044701,622.589301675234
462,54,1090.5776227446843,589.1587648756686
462,55,976.8461891325768,620.4045060236487
462,57,408.2414957600653,292.188793977647
462,58,468.57929466296986,459.13234051837856
462,59,379.0527865204099,623.0523052182411
463,41,563.3525627118937,603.4853398263541
463,47,979.1153212955078,622.5366912289185
463,48,348.9899096713415,623.2914306802805
463,49,251.59932144663202,473.0986150511472
463,50,238.69458646424667,530.3156151383241
463,51,842.8410124037329,626.9953972943088
463,52,1050.3572395852011,331.0022129320773
463,54,1088.438787450709,435.8976822938
463,55,893.4947217228987,624.9683475220504
463,57,397.3600080553985,291.1555980093909
463,58,168.64198128883987,622.2732409281952
463,59,376.5038549031702,624.2244427335974
464,50,315.96962303851825,623.2830718126273
464,51,532.9624340952871,602.8111733868525
464,52,461.11364555932744,344.2728339875714
464,53,388.34719362539533,413.86798446140745
464,54,1048.0052549252118,321.1123811567367
464,55,376.07922469813184,537.5847981360498
464,56,867.4100893936336,625.8606669617304
464,57,385.7881969020287,318.45252718687215
464,58,166.08584419466172,622.0853142929197
464,59,345.5984198468076,624.9459080503805
464,60,420.10280306227924,353.4254638505304
465,54,1029.7173214627269,335.7121607904362
465,55,177.7126842253538,496.26705269857473
465,58,162.97557205782556,604.1384331693264
465,59,314.8915265739507,624.8755899076522
465,60,166.61812969642267,413.0796944579712
466,61,772.8836594750755,623.478301881985
466,62,817.445873602836,623.3415220956667
466,63,575.5206832433763,626.2311026365571
466,64,220.09600737255883,622.182848813867
466,67,983.6874734382316,387.2045677078305
466,68,249.69329505452816,622.5374049175002
466,69,314.65133765068913,322.6598366225414
467,59,600.0024006059004,350.9394570869186
467,61,743.326760873171,623.2145966500647
467,62,786.9083787869065,623.526138598031
467,63,544.0452376014896,626.0756503465524
467,64,188.37762079997037,623.3546927192788
467,65,386.8371850234223,340.2150000093043
467,66,527.5729990745848,344.5003615943841
467,67,1039.9755464502118,354.7922885577443
467,68,217.76808282749624,622.4235225662935
467,69,292.40723488072393,336.64324701707113
468,61,773.1177263440817,614.3630088933893
468,62,757.2408492092578,624.0801579359812
468,63,711.9416026020094,623.2021803395088
468,64,510.6708634688691,625.2019105816505
468,65,387.057703837561,339.23726442942933
468,66,526.8640796673462,343.4894436924177
468,67,716.1613521379979,306.6065574127575
468,68,185.16107674235397,622.6537017779237
468,69,167.45185936088419,307.8404118109243
469,61,998.8954961977447,389.006801675623
469,62,666.5167997925076,622.821960121682
469,63,712.619001973862,624.0078692844253
469,64,586.8025439208576,625.8454520571173
469,65,386.39713231649614,343.4115765291614
469,66,480.1558619787574,344.06538596886685
469,67,588.0493589597742,309.03434290593447
469,68,267.3911690815499,345.652965468013
469,69,166.9834639716163,289.4472955687406
470,61,986.7648949545716,393.31018607397743
470,62,630.0272763217052,622.053251343438
470,67,447.9824935085953,341.21233074394246
470,68,413.6628087898332,313.5926613181086
470,69,173.39034360455622,315.6302159454102
470,70,383.4906088732027,385.97601936669196
470,71,552.2201196336154,625.9439088667642
471,68,412.95446483927276,341.30322253387914
471,70,518.9846174291367,624.2110748253656
471,71,598.0772112121474,621.7918303331867
471,72,650.4347652149445,623.9975080579413
471,73,615.2284956686257,622.4348388464437
471,74,396.3274275197903,622.8662499757404
471,75,766.3826503417837,357.65745820558254
471,76,978.2775705516132,396.9336568038253
471,77,733.4890061869436,342.9085660914689
472,68,523.1811596599038,307.22510991412196
472,70,502.8898579457211,626.270116277024
472,71,600.3758309074215,622.0545565367335
472,72,635.0500077138053,624.0426159689894
472,73,581.6774838374934,621.5744353909818
472,74,379.73056058852086,624.2426174499201
472,75,770.6192421766231,437.47139642098887
472,76,736.4127153671286,513.8186201562181
472,77,724.4847978576329,343.47375977622943
473,70,468.9886527514858,625.420110436202
473,71,569.5855241254234,621.8361715894805
473,72,603.8993729403552,623.9844487595469
473,73,548.5444130495338,621.3294718114294
473,74,345.449362977256,624.2736700616587
473,75,746.9344231646116,456.402454678011
473,76,746.6584472449184,458.5518506556037
473,77,894.7260156386968,383.2868338471538
474,71,493.49290166407843,621.4413963701205
474,72,383.53697303924685,624.3296430893218
474,73,470.9187693683559,621.5792845006573
474,74,259.261702099722,623.6308984840578
474,76,615.1744302872928,500.22066045590964
475,72,225.91484420885575,618.942756538055
475,73,439.0839147100805,621.5369817078013
475,75,584.2862706945339,501.7120847267075
475,76,421.40450662415094,548.8913716872014
475,78,500.0348960132452,321.68453251973915
476,72,189.51927481733352,621.7712020561883
476,73,407.06816953426227,621.9148481607225
476,78,528.7112212682639,531.1036185498278
476,79,428.082439105932,620.8134364892219
476,80,387.7198314338927,379.38632114706286
476,81,312.94559664727194,623.3133270778978
477,79,359.1280517643642,623.2407619766973
477,80,475.4758020479548,530.5068188820724
477,81,260.59945113282834,622.99981042807
477,82,331.76397050604857,548.4856421132101
477,83,490.54069417991474,380.88567810443953
478,79,327.2930405034193,623.4200387084926
478,80,441.63303020621913,532.5374054290783
478,81,225.8491155754243,621.3866924794514
478,82,296.2961414085367,549.2948568502621
478,83,462.2785667473234,413.2999540252002
479,79,311.1908512468315,622.9997429644301
479,80,424.73437018655727,532.3050013797433
479,81,207.9053128578804,621.9164682814001
479,83,451.8162112148896,410.01323468800575
479,84,330.6250836831619,288.73983483970244
480,79,242.9208939429346,623.3861941195596
480,80,350.6058007909503,525.8982294822548
480,83,396.8777619485017,440.501616064021
481,82,208.65392678749512,623.0093859992091
481,83,311.75756317988885,525.597894909998
481,84,361.3918497205484,447.4894742629563
482,84,275.4517421008302,524.7624323395286
482,85,333.339990902815,436.4119574141786
483,84,303.0845394207373,438.36057278301854
483,85,165.64489335932126,312.98696642480337
483,86,241.679421582435,523.1190073787001
484,85,264.95968459526233,375.7655139736511
484,86,190.90030729162584,520.4671332689029
484,87,1057.7928492962128,564.4929775396854
485,86,235.83473188659278,422.9964172616251
485,87,1027.8804511985127,563.2627859672072
486,86,211.04715722480256,386.684442963419
486,87,982.032672795254,547.369366294
487,87,947.574331506005,561.9311666502128
487,90,1102.3403800379965,516.0373401286627
488,87,916.3096803297248,560.3417424838347
488,89,871.8430955025385,537.3817586228017
488,90,1091.4508309318305,529.309796458625
489,87,869.241835851197,551.5851220042441
489,90,1076.3588710660417,537.6387722023475
490,87,832.6720504490385,555.2723368470022
490,90,1065.6785530353595,543.7954994256136
491,87,805.3192973825592,554.264747720827
491,90,1053.349813883374,550.6232322484387
492,87,768.4050289432702,550.5967229742225
492,90,1039.968555098996,557.6615051207824
493,87,725.1910253234579,555.1590943307542
493,90,1019.2869084609246,565.2716081842182
494,87,674.0811599138226,557.8611235752853
494,90,1000.1027870206428,568.8032613032489
495,87,637.5845802275018,542.7018053961634
495,90,985.8024544204447,571.7610206384641
496,87,609.7148765863152,550.5005892364355
496,90,971.929586990642,574.1235059897579
497,90,949.972892573909,577.7898491381447
498,90,936.1225619380085,578.6166162271976
498,91,971.1517967496744,129.1784418241429
499,90,929.4925014205942,578.5965950894505
499,91,975.0065378818169,127.22426638540256
500,90,905.9058668007262,582.2502873619684
500,91,967.4337922393333,122.58902028861914
501,91,964.4948731503598,123.77977040577412
501,92,343.0314133565202,607.2807255024244
501,94,407.5694901915751,532.131228194355
502,92,292.8264483493717,606.8327974205372
502,94,354.42787910752264,530.9329539115371
503,92,258.78805046938487,606.5477638584248
503,94,321.7319971077602,532.1240771965053
504,92,167.30223675265023,623.8573502331802
504,93,226.52774566564185,606.3989612216391
504,94,287.8655393339825,531.2733375806904
505,92,293.6820749396778,330.33895471447494
505,93,172.37043599248324,604.6080556653385
505,94,236.28826864813647,533.1634985742503
506,92,218.40896211976644,529.0214334090672
506,94,166.9261839540075,534.8819506918759
531,96,1016.6766626581647,218.04104681384908
532,96,1008.6457516942315,195.12842825721984
533,96,1008.7253512173171,195.97014984138423
534,96,1008.5199794064613,195.0954351305564
534,97,989.4747561940944,598.2994325592806
535,96,1010.800379329452,202.8020007954125
535,97,953.199556178795,597.5714578517109
536,96,924.5535985076438,520.5523703557552
537,99,891.9878620237275,627.3761209558495
537,100,862.9055980136479,596.5578594603687
538,98,908.4048037959994,628.1302183364439
538,99,837.4508496179208,626.5894126810596
538,100,811.8486721179906,597.1589888841961
538,101,1098.0570223054408,550.7191786984414
539,99,818.8202065969709,626.2361192548063
539,100,793.061235257877,597.6005523609214
540,98,836.8818391719425,627.6151858811322
540,99,762.9831765466705,624.911665888566
540,100,737.6992446309988,597.2883521817697
540,101,984.3072386624794,547.0698513312308
541,99,706.256273823665,625.7910275289069
541,100,681.5544333744639,598.4252440119935
541,101,857.2311586030055,536.2690534424789
541,102,982.8417483491771,547.7356828688862
542,99,668.0231371057878,626.0478676457619
542,100,644.8406732333057,599.7218217031826
542,102,982.3679174916767,547.1365211364628
542,103,741.0209664248905,627.8115563443047
542,104,838.1666663491394,544.3059122435948
542,105,759.6524473735789,531.8513815159274
543,99,610.9748162056972,625.6620017418661
543,100,589.1596161715405,600.0184526571882
543,102,981.930531776309,548.1349483494865
543,103,683.4851262190612,627.6912362710661
543,104,840.4129406466187,546.575970035566
543,106,1001.485635860469,626.1614896165034
543,107,944.3811537077779,548.8790689762603
543,108,866.6538755307287,547.9761064831313
543,110,1073.7092537890421,549.3225076376482
544,99,572.970783800582,625.784522617697
544,100,550.3410644119035,599.942137626654
544,102,983.1506605348478,547.7503674985968
544,103,644.168198079479,627.5273513716254
544,104,735.9789983162739,544.411559559597
544,106,962.1137322007231,626.2422930502485
544,110,1070.0371946889202,624.3351821709731
545,99,513.9622443330278,624.8611269966411
545,100,492.914542188109,598.8515878171578
545,103,586.3017347883704,626.8221114141086
545,104,546.0078018645115,553.1215358416906
545,107,944.8651011638473,548.5292509742999
545,108,731.3369979505653,545.6870246704264
545,110,1012.6074893215315,624.7555586624287
546,103,513.772083393101,542.5789379974733
546,106,857.6149129694937,626.0453577630949
547,102,842.4273371817679,545.7399700850925
547,103,423.4355708714504,536.7239135969896
547,106,731.2139588759063,545.7124447740922
547,107,867.7965895809816,547.2519311785195
547,108,611.553229188476,547.2322442007177
547,110,823.6058178497788,624.6363287924609
548,106,608.5682876772995,548.1467325588584
548,107,835.8951025617318,547.0127649622689
548,110,759.5966213988842,624.476723952469
548,112,368.36291675855085,537.0832041405416
548,113,432.8092269179914,605.3813170070584
548,114,373.3653244180438,597.4542660452317
548,115,271.07298894298947,309.4958843234373
549,107,722.774243542772,623.2915071012835
549,110,610.2943190274748,549.7580069056596
549,112,328.1179158112957,537.5085206846201
549,114,333.1679982255635,596.8009366946096
549,115,280.6706389221886,313.3799016626363
550,112,455.0309088608343,560.1695988350928
550,113,678.6806601027902,622.9602240012566
550,114,292.97891240547625,596.7354120027616
550,115,608.5792252919421,548.1718207740169
551,112,449.68099423722043,563.724394711448
551,113,612.3109820525352,624.649191528297
551,114,232.4551303154939,597.3192279768332
551,115,371.3511663212013,599.3767276235249
552,114,324.37586348864863,598.814515818472
552,115,427.2507791351947,625.1897900194324
552,116,382.88262483164493,598.4527759676224
552,117,448.6795280961894,563.7453124032124
553,114,308.47138215908194,598.5179094942412
553,115,276.4464648303539,598.0537089355972
553,116,378.3715709166836,598.3421984262009
553,117,547.005516582405,623.8389327402424
553,118,609.0298199835928,548.510297796089
554,114,280.5989972768407,597.46643076472
554,116,374.59432567636316,593.1404646236807
554,117,450.6890581464635,564.4933238625587
554,118,487.0014148247777,562.6256856476573
554,119,170.14373467135383,623.6368429301777
555,116,374.60211245554103,589.6770606168287
555,117,449.68587711816645,563.804324786997
555,118,287.9164551700202,200.39319404182982
555,119,173.68776675958446,621.2948215698034
555,120,206.6240494496427,569.2487841209354
556,116,369.97835702151986,598.4792430911768
556,117,449.5130011508197,563.5988893568974
556,118,287.829707883465,189.31131963790116
556,119,168.38955524526654,623.6169363726336
556,120,283.8348055967217,597.5044304920036
557,116,370.4465362414786,598.2405361338858
557,118,288.306403360344,192.9356885094141
557,119,167.9323955135045,623.1544251134379
558,119,167.9210201401014,622.3091885887019
558,120,358.16089997125687,598.8729027723888
558,121,403.48405979661567,625.002975064143
559,116,204.9002889907556,568.0115833073519
559,119,167.93553624850844,623.2347788537955
559,121,360.98995975314676,624.9113358265053
559,122,316.9878466020687,598.5748361762016
560,119,203.93641010974494,568.3091112250592
560,121,276.36454325813844,625.0009835177436
560,122,236.5175710517312,599.7648926644272
561,119,244.02302503590894,564.1617285815345
561,121,213.62146806891377,623.8236226577174
561,122,170.80684284883407,612.0281206833582
562,123,297.8378676355343,177.83248374560446
575,124,1070.67584598072,507.60601642327816
576,124,1081.1486150083056,499.5340610031583
577,126,759.3106469351009,597.1563847491683
578,125,640.5232152622414,580.2607353354049
578,126,726.7946493755393,627.2405964866006
579,124,906.5001719187374,623.2189711459123
579,125,630.9857634076715,593.5745503930364
579,126,761.5694503536574,617.8029354563344
580,124,935.8331184163814,621.282807709339
580,126,790.2466215306412,615.4439586796561
580,127,878.0453387330457,578.02635382684
581,126,708.2144330944084,567.0622953467616
581,127,909.6344025787682,554.8959500704739
582,127,922.8236233474764,626.9017290150709
582,128,704.8514376790035,625.0536780104997
583,127,925.6020982308106,625.5936826838965
583,128,730.5032973525024,625.2294300649278
583,129,297.2558038267574,625.201011398636
583,130,789.714378551128,552.3519813283189
583,131,840.7808876520018,544.2085585051705
584,128,778.7794440577478,613.5112696559717
584,129,323.6778768391779,625.4269753524586
584,130,371.4759190204774,617.9293006102107
584,131,886.9748202241808,621.5804312046724
584,132,943.4356783409185,544.1500287241997
585,129,353.8605495767236,624.690657046734
585,130,395.7357762413173,614.1504753355307
586,128,898.6254034657761,522.7153305137235
586,129,439.2752525664248,607.9354530742564
586,130,816.580480587676,505.56276852889715
586,131,874.9744620800669,622.9544351213912
586,132,925.6805868861024,548.5954043116242
587,130,921.1316960433775,495.84068595721726
587,131,770.493998751108,626.3387414719325
587,132,909.4463209559735,544.570165113089
588,129,479.1141213249436,624.5162127206692
588,131,840.1192041928714,625.5363838971354
588,132,852.4146329476946,573.7422562501376
589,133,865.0458588856221,623.8248232417103
589,134,494.87454451127104,623.8030869287655
590,133,884.2717441983034,504.7995464539699
590,134,600.9095913830344,624.8901408945541
591,133,897.3670468513465,503.41663162110814
592,133,937.0910872802272,453.61413337268397
592,134,601.5706348942637,561.0919317551768
593,135,932.842242518583,427.98823555749397
593,136,677.687504728106,556.8592189450839
594,135,893.3483442894418,523.3311878757945
594,136,707.8749781551924,549.3277691493771
594,137,671.8009969494739,553.4648206988692
595,135,893.855405774036,518.8791847632017
595,136,682.7270655016731,550.7149342953744
595,137,719.3695982273175,546.12157208262
596,137,723.3895542496751,534.4050925462832
597,137,760.7005602007783,524.780859106215
598,138,840.5931602337714,527.5369049837763
598,139,930.4304902515441,435.23112270306007
599,137,801.1268132644173,503.29630505643127
599,138,857.0789469335334,526.1043549365705
599,139,906.9362487713796,456.3207229686478
599,141,914.0515472490413,407.1084900098805
600,139,874.459360454195,466.70040709939354
600,140,995.7631978168395,383.4355028469097
600,141,925.4454499474244,402.20720264037595
601,141,920.9287855947583,397.21085792576446
602,138,901.917785431234,482.7367284401418
602,141,917.3912149613213,383.9970682121378
603,141,912.976964660414,375.4732640955645
604,141,912.6395258266931,373.2544283862012
